,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
664,5618,5658,roadway,Papatzul,Papatzul LLC,Papatzul,55,Grand Street,Manhattan,10013,"55 Grand Street, Manhattan, NY",06/26/2020,40.722287,-74.003582,SoHo-TriBeCa-Civic Center-Little Italy
665,5624,5664,roadway,Bistango at the Kimberly Hotel,Ferro's Restaurant LLC,Bistango at the Kimberly,145,E 50th St,Manhattan,10022,"145  E 50th St, Manhattan, NY",06/26/2020,40.756266,-73.97179200000001,Turtle Bay-East Midtown
666,5628,5668,both,Cafe,NEW BLUE FLOWERS GOURMET CORP,Cafe Alice,5,5 EAST 47TH STREET,Manhattan,10017,"5  5 EAST 47TH STREET, Manhattan, NY",06/26/2020,,,
667,5631,5671,roadway,Smile To Go,22 Howard Street F&B LLC,22 Howard Street F&B LLC,22,Howard Street,Manhattan,10013,"22 Howard Street, Manhattan, NY",06/26/2020,40.719421000000004,-74.00031700000001,SoHo-TriBeCa-Civic Center-Little Italy
668,5633,5673,both,NICA Trattoria,NICA Restaurant Corp.,NICA Restaurant Corp.,354,East 84th St,Manhattan,10028,"354  East 84th St, Manhattan, NY",06/26/2020,40.776022,-73.95144499999999,Yorkville
669,5636,5676,sidewalk,Toasties,RJ 51 Inc.,Toasties,23,East 51st Street,Manhattan,10022,"23 East 51st Street, Manhattan, NY",06/26/2020,40.758669,-73.975541,Midtown-Midtown South
670,5640,5680,both,CAFE ALICE,NEW BLUE FLOWERS GOURMET CORP,Cafe Alice,5,5 EAST 47TH STREET,Manhattan,10017,"5 5 EAST 47TH STREET, Manhattan, NY",06/26/2020,,,
671,5670,5710,both,Katsuhama restaurant,"Matsuya New York, inc.",Katsuhama,11 East,47th street,Manhattan,10017,"11 East 47th street, Manhattan, NY",06/26/2020,40.756364000000005,-73.977852,Midtown-Midtown South
672,5676,5716,sidewalk,Bar Boulud,64 West Restaurant LLC,Bar Boulud,1900,Broadway,Manhattan,10065,"1900 Broadway, Manhattan, NY",06/26/2020,40.771518,-73.982151,Lincoln Square
673,5703,5743,roadway,Le Botaniste,Botanicus 43rd & 3rd,Le Botaniste,666,3rd Ave,Manhattan,10017,"666 3rd Ave , Manhattan, NY",06/26/2020,40.751049,-73.974252,Turtle Bay-East Midtown
674,5706,5746,both,Phuman Singh,53 west 72nd street cafe llc,Dakota bar,53,72 street,Manhattan,10023,"53  72 street , Manhattan, NY",06/26/2020,,,
675,5711,5751,both,Amata,"6th Tot,llc",amata,209,East 56th street,Manhattan,10022,"209 East 56th street, Manhattan, NY",06/26/2020,40.759389,-73.967556,Turtle Bay-East Midtown
676,5734,5774,both,Pulqueria,HTCT LLC,HTCT LLC,11,Doyers Street,Manhattan,10013,"11  Doyers Street, Manhattan, NY",06/26/2020,40.714503,-73.99812800000001,Chinatown
677,5736,5776,both,Bottega,Tgd group inc,Bottega,1331,Second ave,Manhattan,10021,"1331  Second ave, Manhattan, NY",06/26/2020,40.767639,-73.959227,Lenox Hill-Roosevelt Island
678,5758,5798,both,La Esquina,Esquina NYC 1402 Second LLC,La Esquina,1402,Second Avenue,Manhattan,10021,"1402  Second Avenue, Manhattan, NY",06/26/2020,40.769376,-73.95793,Lenox Hill-Roosevelt Island
679,5761,5801,both,Hatsuhana sushi restaurant,HATSUHANA of USA INC,HATSUHANA of USA INC,17 EAST,48th STREET,Manhattan,10017,"17 EAST 48th STREET, Manhattan, NY",06/26/2020,40.756899,-73.977173,Midtown-Midtown South
680,5781,5821,both,Adoro Lei,Adorolei LLC,Adorolei LLC,287,Hudson st,Manhattan,10013,"287  Hudson st, Manhattan, NY",06/26/2020,40.725446000000005,-74.007638,SoHo-TriBeCa-Civic Center-Little Italy
681,5803,5843,both,Lokal Mediterranean Kitchen,Lokal Mediterranean Kitchen,Lokal Mediterranean Kitchen,473,Columbus ave,Manhattan,10024,"473 Columbus ave, Manhattan, NY",06/26/2020,40.784326,-73.973737,Upper West Side
682,5811,5851,both,Sutton Bar Room,Treaty Management Inc,Sutton Bar Room,1074,1st Avenue,Manhattan,10022,"1074 1st Avenue, Manhattan, NY",06/26/2020,40.759271999999996,-73.96221,Turtle Bay-East Midtown
683,5827,5867,roadway,Il Divo,Valentino Milano UES LLC,Il Divo,1347,2nd Avenue (corner 71st street),Manhattan,10021,"1347  2nd Avenue (corner 71st street), Manhattan, NY",06/26/2020,40.768029,-73.95894200000001,Lenox Hill-Roosevelt Island
684,5830,5870,sidewalk,Le pif,Chocolate cake west llc,Le pif,2058,Broadway,Manhattan,10023,"2058  Broadway , Manhattan, NY",06/26/2020,40.777724,-73.98204399999999,Lincoln Square
685,5838,5878,both,Nino's Restaurant,DRITON LLC,DRITON LLC,1354,First Avenue,Manhattan,10021,"1354  First Avenue, Manhattan, NY",06/26/2020,40.76814,-73.955743,Lenox Hill-Roosevelt Island
686,5848,5888,roadway,c. di palo,"LSMC, LLC",C. Di Palo,151-153,mott street,Manhattan,10013,"151-153 mott street, Manhattan, NY",06/26/2020,40.719221000000005,-73.996421,SoHo-TriBeCa-Civic Center-Little Italy
687,5851,5891,both,Emmy Squared,85th & 3rd LLC,Emmy Squared,1426,Third Avenue,Manhattan,10028,"1426 Third Avenue, Manhattan, NY",06/26/2020,40.775465999999994,-73.956446,Upper East Side-Carnegie Hill
688,5852,5892,roadway,Beyond Sushi,BS1429 LLC,Beyond Sushi,1429,3rd Avenue,Manhattan,10028,"1429  3rd Avenue, Manhattan, NY",06/26/2020,40.775420000000004,-73.956453,Yorkville
689,5859,5899,both,Pasteur Grill & Noodles,PASTEUR GRILL & NOODLES INC,PASTEUR GRILL & NOODLES INC,85,Baxter Street,Manhattan,10013,"85 Baxter Street, Manhattan, NY",06/26/2020,40.716781,-73.999773,Chinatown
690,5863,5903,both,shinsen,bowery gyokai llc,shinsen,44,bowery,Manhattan,10013,"44 bowery, Manhattan, NY",06/26/2020,40.715666,-73.996436,Chinatown
691,5897,5937,both,Oren's Daily Roast aka Oren's Coffee,Icon Coffee Co.,Oren's Daily Roast,985,Lexington Ave,Manhattan,10021,"985 Lexington Ave, Manhattan, NY",06/27/2020,40.769839000000005,-73.96262,Upper East Side-Carnegie Hill
692,5926,5966,sidewalk,west new malaysia restaurant,west new malaysia restaurant,west new malaysia restaurant,46-48,bowery st,Manhattan,10013,"46-48  bowery st, Manhattan, NY",06/27/2020,40.715697,-73.996414,Chinatown
693,5941,5981,both,Jackson Hole Burgers,Meskouris Bros. Inc.,Jackson Hole Burgers,232,64th street,Manhattan,10065,"232  64th street, Manhattan, NY",06/27/2020,,,
694,5949,5989,sidewalk,bamboosushi,69 bamboosushi inc,69 bamboosushi inc,1280,1st Avenue,Manhattan,10065,"1280 1st Avenue , Manhattan, NY",06/27/2020,40.765685,-73.957535,Lenox Hill-Roosevelt Island
695,5952,5992,roadway,9 Sann INC,Senn Thai Comfort Food,Senn Thai Comfort Food,452,Amsterdam,Manhattan,10024,"452  Amsterdam , Manhattan, NY",06/27/2020,,,
696,5978,6018,sidewalk,FESTIVÁL,Secret Summer Hospitality Group,FESTIVÁL,1155,2nd ave,Manhattan,10065,"1155 2nd ave, Manhattan, NY",06/27/2020,40.76166,-73.963584,Lenox Hill-Roosevelt Island
697,5981,6021,both,JoJo restaurant,Origine  LLC dba JoJo,Origine  LLC dba JoJo,160,East 64th street,Manhattan,10065,"160 East 64th street , Manhattan, NY",06/27/2020,40.765166,-73.965471,Upper East Side-Carnegie Hill
698,5991,6031,both,The Mark by Jean-Georges,Mark 2 Restaurant LLC,Mark 2 Restaurant LLC,25,77th Street,Manhattan,10075,"25 77th Street, Manhattan, NY",06/27/2020,,,
699,5992,6032,sidewalk,Wild Ginger Vegetarian Kitchen NY INC,Wild Ginger Vegetarian Kitchen NY,Wild Ginger Vegetarian Kitchen NY,380,broome Street,Manhattan,10013,"380 broome Street, Manhattan, NY",06/27/2020,40.720352,-73.996429,SoHo-TriBeCa-Civic Center-Little Italy
700,5993,6033,sidewalk,Ahana  Japanese Fusion Cuisine,Ahana Asian Fusion Cuisine,Ahana Asian Fusion Cuisine,1154,1st ave,Manhattan,10065,"1154 1st ave, Manhattan, NY",06/27/2020,40.762309,-73.959985,Lenox Hill-Roosevelt Island
701,6019,6059,both,Pig Heaven,MLN New York Inc,MLN New York Inc,1420,3 Ave,Manhattan,10028,"1420  3 Ave, Manhattan, NY",06/27/2020,40.775332,-73.956544,Upper East Side-Carnegie Hill
702,6036,6076,sidewalk,Luigis pizza,1701 pizza LTD.,LUIGIS PIZZA,1701 1st,88 street,Manhattan,10028,"1701 1st  88 street , Manhattan, NY",06/27/2020,,,
703,6050,6090,both,Uva,"By The Glass, Inc",Uva,1486,Second Avenue,Manhattan,10075,"1486 Second Avenue, Manhattan, NY",06/27/2020,40.772334,-73.955773,Lenox Hill-Roosevelt Island
704,6063,6103,both,Forge Restaurant LLC,Marc Forgione,Marc Forgione,134,Reade Street,Manhattan,10013,"134 Reade Street, Manhattan, NY",06/28/2020,40.716398999999996,-74.00965,SoHo-TriBeCa-Civic Center-Little Italy
705,6071,6111,both,La Compagnie des Vins Surnaturels,Supernatural Wine Inc,Supernatural Wine Inc,249,Centre Street,Manhattan,10013,"249 Centre Street, Manhattan, NY",06/28/2020,40.720396,-73.99803,SoHo-TriBeCa-Civic Center-Little Italy
706,6079,6119,sidewalk,Margot Patisserie,WKT Group II,WKT Group II,2109,Broadway,Manhattan,10023,"2109 Broadway, Manhattan, NY",06/28/2020,40.780408,-73.982076,Lincoln Square
707,6081,6121,both,HOMEMADE BY MIRIAM,ZEHUZE TRIBECA CORP,ZEHUZE TRIBECA CORP,88,WEST BROADWAY,Manhattan,10007,"88 WEST BROADWAY, Manhattan, NY",06/28/2020,40.715241,-74.009473,SoHo-TriBeCa-Civic Center-Little Italy
708,6106,6146,both,Blackwell’s pub and restaurant,M T Muggs LLC,Blackwell’s,150,East 47th,Manhattan,10017,"150 East 47th, Manhattan, NY",06/28/2020,,,
709,6123,6163,both,Tamarind Tribeca,Sukhmani Inc,Sukhmani Inc,99,Hudson,Manhattan,10013,"99  Hudson , Manhattan, NY",06/28/2020,,,
710,6136,6176,both,Town Stages,Town Stages LLC,Town Stages,221,W Broadway,Manhattan,10013,"221 W Broadway, Manhattan, NY",06/28/2020,40.719218,-74.00631,SoHo-TriBeCa-Civic Center-Little Italy
711,6166,6206,both,YiaYia's Homemade Greek Food,Oreksi Greek Grill LLC,Oreksi Greek Grill LLC,404,East 69th st,Manhattan,10021,"404  East 69th st, Manhattan, NY",06/28/2020,40.765693,-73.95701600000001,Lenox Hill-Roosevelt Island
712,6177,6217,sidewalk,Sushi kaito,Housaku Inc,Sushi Kaito,244 west,72nd street,Manhattan,10023,"244 west 72nd street, Manhattan, NY",06/29/2020,40.779258,-73.98318499999999,Lincoln Square
713,6178,6218,sidewalk,Aroma Espresso Bar,Coffee on Church LLC,Aroma Espresso Bar,100,Church Street,Manhattan,10007,"100 Church Street, Manhattan, NY",06/29/2020,40.712968,-74.00949,SoHo-TriBeCa-Civic Center-Little Italy
714,6181,6221,roadway,Le Moulin a Cafe NYC,Sequoia Tree LLC,Le Moulin a Cafe,1439,York Avenue,Manhattan,10075,"1439 York Avenue, Manhattan, NY",06/29/2020,40.769706,-73.951677,Lenox Hill-Roosevelt Island
715,6182,6222,roadway,Sarabeth's,BSWR Corp.,Sarabeth's,423,Amsterdam Avenue,Manhattan,10024,"423 Amsterdam Avenue, Manhattan, NY",06/29/2020,40.784011,-73.97768,Upper West Side
716,6189,6229,sidewalk,Shakespeare & Co.,"Espresso Bookstore & Cafe Holdings, Lexington",Shakespeare & Co.,939,Lexington Avenue,Manhattan,10065,"939 Lexington Avenue, Manhattan, NY",06/29/2020,40.768341,-73.963711,Upper East Side-Carnegie Hill
717,6190,6230,both,Sarabeth's,Sarabeths Tribeca LLC,Sarabeths Tribeca LLC,339,Greenwich Street,Manhattan,10013,"339 Greenwich Street, Manhattan, NY",06/29/2020,40.718216,-74.010498,SoHo-TriBeCa-Civic Center-Little Italy
718,6199,6239,sidewalk,LA Gourmet,R.A. 110 E 59th Street Operating Corp.,R.A. 110 E 59th Street Operating Corp.,111,E 58th Street,Manhattan,10022,"111 E 58th Street, Manhattan, NY",06/29/2020,40.762013,-73.969584,Turtle Bay-East Midtown
719,6201,6241,both,Wolfgang's Steakhouse,Wolfgang's Steakhouse,WOLF EASTSIDE LLC,200,54th Street,Manhattan,10022,"200 54th Street, Manhattan, NY",06/29/2020,,,
720,6206,6246,both,Pickabagel,Pickabagel62nyc LLC,Pick A Bagel,785,Lexington avenu,Manhattan,10065,"785  Lexington avenu, Manhattan, NY",06/29/2020,40.763618,-73.967157,Upper East Side-Carnegie Hill
721,6209,6249,both,MY MOST FAVORITE FOOD,My Most Favorite 72nd St Corp,MY MOST FAVORITE FOOD,247,WEST 72ND STREET,Manhattan,10023,"247 WEST 72ND STREET, Manhattan, NY",06/29/2020,40.779286,-73.98320600000001,Lincoln Square
722,6215,6255,both,Osteria Laguna,Osteria Laguna LLC,Osteria Laguna,209,East 42nd Street,Manhattan,10017,"209 East 42nd Street, Manhattan, NY",06/29/2020,40.750571,-73.97395999999999,Turtle Bay-East Midtown
723,6220,6260,both,Campagnola,Camp 1382 LLC,campagnola,1382,1st avenue,Manhattan,10021,"1382 1st avenue, Manhattan, NY",06/29/2020,40.768933000000004,-73.955162,Lenox Hill-Roosevelt Island
724,6229,6269,roadway,"Maz Mezcal, Inc",Maz Mezcal,Maz Mezcal,316,East 86th Street,Manhattan,10028,"316 East 86th Street, Manhattan, NY",06/29/2020,40.777602,-73.951123,Yorkville
725,6238,6278,both,Hotel Pierre,"IHMS,LLC",Hotel Pierre,20.52238806,2 E 61st Street,Manhattan,10065,"1375/67 2 E 61st Street, Manhattan, NY",06/29/2020,,,
726,6270,6310,both,Handcraft Coffee,77th Street coffee shop inc,Handcraft Coffee,151,E. 77,Manhattan,10075,"151 E. 77, Manhattan, NY",06/29/2020,,,
727,6272,6312,sidewalk,George Keeley,Pub Life Inc,George Keeley,485,Amsterdam Avenue,Manhattan,10024,"485 Amsterdam Avenue, Manhattan, NY",06/29/2020,40.785924,-73.97628900000001,Upper West Side
728,6275,6315,both,Buddha Bodai,Buddha Bodai Vegetarian Restaurant Inc.,Buddha Bodai Vegetarian Restaurant Inc.,5,Mott St,Manhattan,10013,"5 Mott St, Manhattan, NY",06/29/2020,40.713882,-73.99870899999999,Chinatown
729,6283,6323,sidewalk,Variety Coffee,Variety Cafe Inc,VARIETY COFFEE ROASTERS,1269,Lexington Ave,Brooklyn,10028,"1269 Lexington Ave, Brooklyn, NY",06/29/2020,,,
730,6284,6324,both,Cornerstone Tavern,Elevated Entertainment LLC,Cornerstone Tavern,961,2nd Ave,Manhattan,10022,"961  2nd Ave, Manhattan, NY",06/29/2020,40.755414,-73.968147,Turtle Bay-East Midtown
731,6288,6328,both,Hummus Place,EDO FOOD III LLC,Hummus Place,305,Amsterdam avenue,Manhattan,10023,"305 Amsterdam avenue, Manhattan, NY",06/29/2020,40.78015,-73.980498,Upper West Side
732,6291,6331,both,Sommtime,Elevated 959 LLC,Sommtime,959,2nd Ave,Manhattan,10022,"959  2nd Ave, Manhattan, NY",06/29/2020,40.755365000000005,-73.968179,Turtle Bay-East Midtown
733,6298,6338,sidewalk,REMI43 FLOWER & COFFEE,CH FLOWER CORP.,CH FLOWER CORP.,810,2nd Ave,Manhattan,10017,"810 2nd Ave, Manhattan, NY",06/29/2020,40.750694,-73.971556,Turtle Bay-East Midtown
734,6310,6350,roadway,Antonucci Cafe,"Virgilia Cafe, Inc",Antonucci Cafe,168-70,East 81st St,Manhattan,10028,"168-70  East 81st St, Manhattan, NY",06/29/2020,40.775911,-73.957092,Upper East Side-Carnegie Hill
735,6319,6359,both,Antonucci Cafe,"Virgilia Cafe, Inc",Antonucci Cafe,168-70,E 81st St,Manhattan,10028,"168-70 E 81st St, Manhattan, NY",06/29/2020,40.775911,-73.957092,Upper East Side-Carnegie Hill
736,6322,6362,sidewalk,Gran Tivoli,Gran Tivoli LLC,Gran Tivoli,406,Broome St,Manhattan,10013,"406 Broome St, Manhattan, NY",06/29/2020,40.720876000000004,-73.997731,SoHo-TriBeCa-Civic Center-Little Italy
737,6331,6371,both,UPPER EAST CAFE,ARTIO RESTAURANT LLC,UPPER EAST CAFE,1048,3RD AVENUE,Manhattan,10065,"1048 3RD AVENUE, Manhattan, NY",06/29/2020,40.76334,-73.96529100000001,Upper East Side-Carnegie Hill
738,6341,6382,both,Viand Cafe,KDK LLC,Viand Cafe,2130,Broadway,Manhattan,10023,"2130  Broadway, Manhattan, NY",06/29/2020,40.780737,-73.981379,Upper West Side
739,6353,6394,roadway,Red Carrots Restaurants Inc,Red Carrots Restaurants Inc,Red Carrots Restaurants Inc,7,E 47th Street,Manhattan,10017,"7  E 47th Street , Manhattan, NY",06/29/2020,40.756443,-73.97804000000001,Midtown-Midtown South
740,6358,6399,roadway,redemption,60 sweet thing inc,redemption,1003,2nd avenue,Manhattan,10022,"1003  2nd avenue, Manhattan, NY",06/29/2020,40.756861,-73.967096,Turtle Bay-East Midtown
741,6373,6414,sidewalk,Everest Fodds Inc,Everest Foods Inc,Bukhara Grill,217,E 49th Street,Manhattan,10017,"217 E 49th Street, Manhattan, NY",06/29/2020,40.754951,-73.970623,Turtle Bay-East Midtown
742,6375,6416,both,Il Mulino Prime,Pasta Perfect LLC,Il Mulino Prime,331,W Broadway,Manhattan,10013,"331 W Broadway, Manhattan, NY",06/29/2020,40.72218,-74.003925,SoHo-TriBeCa-Civic Center-Little Italy
743,6382,6423,both,SUSHI YASUDA,SUSHI YASUDA LTD,SUSHI YASUDA LTD,204 EAST,43RD STREET,Manhattan,10017,"204 EAST 43RD STREET, Manhattan, NY",06/29/2020,40.751265999999994,-73.973562,Turtle Bay-East Midtown
744,6386,6427,both,Donohue's Cafe Inc.,Donohue's Cafe Inc.,Donohue's Steak Hpuse,845,Lexington Ave,Manhattan,10065,"845 Lexington Ave, Manhattan, NY",06/29/2020,40.76552,-73.96576999999999,Upper East Side-Carnegie Hill
745,6389,6430,sidewalk,Joe's Shanghai,East moon corp,East moon corp,46,Bowery Street,Manhattan,10013,"46 Bowery Street, Manhattan, NY",06/29/2020,40.715697,-73.996414,Chinatown
746,6412,6453,both,N' Roll,Hi-life new york LLC,Hi-life new york LLC,339 East,75th street,Manhattan,10021,"339 East 75th street, Manhattan, NY",06/29/2020,40.770339,-73.95594,Lenox Hill-Roosevelt Island
747,6418,6459,both,Iggys,7 Just One Corp,Iggys,1452,2nd Ave,Manhattan,10021,"1452 2nd Ave, Manhattan, NY",06/29/2020,40.771226,-73.956582,Lenox Hill-Roosevelt Island
748,6420,6461,sidewalk,Vin Sur Vingt,"GVI Columbus, LLC","GVI Columbus, LLC",66,West 84th St,Manhattan,10024,"66 West 84th St, Manhattan, NY",06/29/2020,40.784704,-73.97205100000001,Upper West Side
749,6438,6479,roadway,Nonna Beppa,Nonna Beppa Soho LLC,Nonna Beppa,290,Hudson St.,Manhattan,10013,"290 Hudson St. , Manhattan, NY",06/30/2020,40.725522999999995,-74.007602,SoHo-TriBeCa-Civic Center-Little Italy
750,6497,6539,both,Teppen Ramen,Tomo New York Inc.,Teppen Ramen,Ground,East 55th Street,Manhattan,10022,"Ground East 55th Street, Manhattan, NY",06/30/2020,,,
751,6506,6548,roadway,PureKtchn,H&H Pure Kitchen,PureKtchn,649,Lexington Ave.,Manhattan,10022,"649 Lexington Ave., Manhattan, NY",06/30/2020,40.759381,-73.970246,Turtle Bay-East Midtown
752,6512,6554,both,FLEMING,27 EAST RESTAURANT HOLDINGS LLC,FLEMING,27,E62 ST,Manhattan,10065,"27 E62 ST, Manhattan, NY",06/30/2020,40.765370000000004,-73.96978100000001,Upper East Side-Carnegie Hill
753,6520,6562,both,Muldoons Irish Pub,692 RESTAURANT CORP.,Muldoons Irish Pub,692,3rd Avenue,Manhattan,10017,"692 3rd Avenue, Manhattan, NY",06/30/2020,40.751816999999996,-73.97369599999999,Turtle Bay-East Midtown
754,6522,6564,roadway,Carlow East,Carlow East Corp,Carlow East Corp,1254,Lexington Avenue,Manhattan,10028,"1254  Lexington Avenue, Manhattan, NY",06/30/2020,40.778502,-73.956325,Upper East Side-Carnegie Hill
755,6525,6567,sidewalk,Roxy Hotel,Tribeca Grand Hotel Inc.,Tribeca Grand Hotel Inc.,2,Avenue of the Americas,Manhattan,10013,"2 Avenue of the Americas , Manhattan, NY",06/30/2020,40.719128000000005,-74.005166,SoHo-TriBeCa-Civic Center-Little Italy
756,6531,6573,sidewalk,Roxy Hotel -,"Tribeca Grand Hotel, Inc.","Tribeca Grand Hotel, Inc.",2,Avenue of the Americas,Manhattan,10013,"2 Avenue of the Americas , Manhattan, NY",06/30/2020,40.719128000000005,-74.005166,SoHo-TriBeCa-Civic Center-Little Italy
757,6547,6589,roadway,Margot Patisserie,WKT Group II,WKT Group II,2109,Broadway,Manhattan,10023,"2109 Broadway, Manhattan, NY",06/30/2020,40.780408,-73.982076,Lincoln Square
758,6549,6591,sidewalk,Madison & Vine,"Madison & Vine, LLC",Madison & Vine,299,Madison Avenue,Manhattan,10017,"299 Madison Avenue, Manhattan, NY",06/30/2020,40.752101,-73.979416,Murray Hill-Kips Bay
759,6550,6592,both,Sichuan hotpot cuisine,Sichuan hotpot cuisine,Sichuan hotpot cuisine,34,Pell street,Manhattan,10013,"34 Pell street, Manhattan, NY",06/30/2020,40.714878999999996,-73.998261,Chinatown
760,6561,6603,both,The Sea Fire Grill,AP&SS Restaurant Group LLC,AP&SS Restaurant Group LLC,158,E 48th Street,Manhattan,10017,"158 E 48th Street, Manhattan, NY",06/30/2020,40.754957,-73.972622,Turtle Bay-East Midtown
761,6582,6624,both,M1-5 Lounge,KNH Enterprises LLC,M1-5,52,Walker Street,Manhattan,10013,"52  Walker Street, Manhattan, NY",06/30/2020,40.718990000000005,-74.00330799999999,SoHo-TriBeCa-Civic Center-Little Italy
762,6611,6653,sidewalk,1st Ave Gourmet,1st Ave Gourmet on 68st,1st Ave Gourmet,1274,1st Ave,Manhattan,10065,"1274  1st Ave, Manhattan, NY",07/01/2020,40.765553000000004,-73.957629,Lenox Hill-Roosevelt Island
763,6612,6654,sidewalk,PINK MOOSE LLC,PINK MOOSE LLC,BEAN BAR,1070,First Avenue,Manhattan,10022,"1070 First Avenue, Manhattan, NY",07/01/2020,40.759173,-73.962283,Turtle Bay-East Midtown
764,6616,6658,sidewalk,Hex & Company,Hex East LLC,Hex & Company,1462,1st ave,Manhattan,10075,"1462 1st ave, Manhattan, NY",07/01/2020,40.770481,-73.954034,Lenox Hill-Roosevelt Island
765,6629,6671,both,THE KATI ROLL COMPANY,THE KATIROLL COMPANY INC,THE KATI ROLL COMPANY,229 EAST,53RD STREET,Manhattan,10022,"229 EAST 53RD STREET, Manhattan, NY",07/01/2020,40.75738,-73.968604,Turtle Bay-East Midtown
766,6637,6679,both,Scalinatella,scalinatella inc,scalinatella inc,201,East 61 Street,Manhattan,10065,"201 East 61 Street, Manhattan, NY",07/01/2020,40.762671000000005,-73.965327,Lenox Hill-Roosevelt Island
767,6639,6681,both,Il Postino,Il Postino inc,Il Postino inc,337,East 49th Street,Manhattan,10017,"337 East 49th Street, Manhattan, NY",07/01/2020,40.753847,-73.96800999999999,Turtle Bay-East Midtown
768,6641,6683,both,Mighty Quinn's Barbeque,Upper East BBQ LLC,Mighty Quinn's Barbeque,1492,2nd Ave,Manhattan,10075,"1492 2nd Ave, Manhattan, NY",07/01/2020,40.772465999999994,-73.955679,Lenox Hill-Roosevelt Island
769,6646,6688,roadway,The Five Lamps,Fingal LLC,The Five Lamps,1586,York Avenue,Manhattan,10028,"1586 York Avenue , Manhattan, NY",07/01/2020,40.774346,-73.948265,Yorkville
770,6650,6692,sidewalk,The Mill,SOHO 75 LLC,The Mill,75,Varick Street,Manhattan,10013,"75 Varick Street, Manhattan, NY",07/01/2020,40.723217,-74.006227,SoHo-TriBeCa-Civic Center-Little Italy
771,6658,6700,both,Amaze43 Corp,Amaze,Amaze,694,3rd Avenue,Manhattan,10017,"694 3rd Avenue , Manhattan, NY",07/01/2020,40.751856,-73.973667,Turtle Bay-East Midtown
