restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,income_level
Sandro's Restaurant,SANDRONY INC,Sandro's Restaurant,306,East 81st street,Manhattan,10028,"306 East 81st street, Manhattan, NY",6/23/2020,40.774455,-73.953641,high_income
Thai72,Thai72 Inc,Thai72 Inc,128,West 72nd Street,Manhattan,10023,"128  West 72nd Street, Manhattan, NY",6/23/2020,40.777924,-73.980029,high_income
Bailey's Corner,Banna Strand,Bailey's Corner,1607,York Ave,Manhattan,10028,"1607 York Ave, Manhattan, NY",6/23/2020,40.775087,-73.947752,high_income
Los Tacos No.1,LTN1 Park LLC,LTN1 Park LLC,125,Park Ave,Manhattan,10017,"125  Park Ave, Manhattan, NY",6/23/2020,40.751681,-73.977677,high_income
Kasbah Grill & BBQ,Chaya Mushkah Restautant Corp,Chaya Mushkah Restautant Corp,251 W,85 ST,Manhattan,10024,"251 W  85 ST, Manhattan, NY",6/23/2020,40.787862,-73.977527,high_income
Kefi Restaurant,MPMB LLC,Kefi Restaurant,222,West 79th Street,Manhattan,10024,"222 West 79th Street, Manhattan, NY",6/23/2020,40.783504,-73.979197,high_income
Rosa Mexicano,West 62 Operating LLC,Rosa Mexicano,61,Columbus Avenue,Manhattan,10023,"61 Columbus Avenue, Manhattan, NY",6/23/2020,40.771203,-73.983328,high_income
original puglia,Original Puglia inc,Puglia restaurant,189,hester,Manhattan,10013,"189 hester, Manhattan, NY",6/23/2020,,,high_income
Paisley Restaurant,Paisley Restaurant LLC,Paisley Restaurant,429,Greenwich St.,Manhattan,10013,"429  Greenwich St., Manhattan, NY",6/23/2020,40.722221,-74.009741,high_income
Zucchero E Pomodori,ZEP LLC,ZEucchero E Pomodori,1435,2nd avenue,Manhattan,10021,"1435  2nd avenue, Manhattan, NY",6/23/2020,40.770565,-73.957092,high_income
BEN & JACK'S STEAKHOUSE,BJ&HR RESTAURANT GROUP LLC,BEN & JACK'S STEAKHOUSE,219,E 44TH STREET,Manhattan,10017,"219 E 44TH STREET, Manhattan, NY",6/23/2020,40.751809,-73.972876,high_income
CUT by Wolfgang Puck,FSNY RESTAURANT ASSOCIATION LLC 370169195,FSNY RESTAURANT ASSOCIATION LLC 370169195,99,CHURCH STREET,Manhattan,10007,"99 CHURCH STREET, Manhattan, NY",6/23/2020,40.712949,-74.00948,high_income
Brooklyn Pizza Masters,Brooklyn Pizza Masters LLC,Brooklyn Pizza Masters LLC,1055,1st Avenue,Manhattan,10022,"1055 1st Avenue, Manhattan, NY",6/23/2020,40.758695,-73.962655,high_income
Mulberry Street Bar,176 Mulberry  LLC,176 Mulberry  LLC,176,Mulberry Street,Manhattan,10013,"176 Mulberry Street, Manhattan, NY",6/23/2020,40.720327,-73.996894,high_income
TAKEDA,T.A.C.New York INC,TAKEDA,566,Amsterdam,Manhattan,10024,"566 Amsterdam , Manhattan, NY",6/23/2020,,,high_income
Suzu Sushi Restaurant,Li’s Suzu Sushi Inc,Li’s Suzu Sushi Inc,1075,First Avenue,Manhattan,10022,"1075 First Avenue , Manhattan, NY",6/23/2020,40.75936,-73.962167,high_income
Local & Vine,Local & Vine Co Corp,Local & Vine,282,Hudson Street,Manhattan,10013,"282 Hudson Street, Manhattan, NY",6/23/2020,40.725402,-74.007623,high_income
Kaña bar and restaurant,Riomar corporation,Riomar corporation,324,Spring street,Manhattan,10013,"324 Spring street, Manhattan, NY",6/23/2020,40.726,-74.009301,high_income
loco coco,"the ashe group RE, LLC",loco coco,835,Lexington Avenue,Manhattan,10065,"835  Lexington Avenue , Manhattan, NY",6/23/2020,40.765149,-73.966041,high_income
Sant Ambroeus Cafe at the Hanley,SA Third Ave Cafe LLC,Sant Ambroeus Cafe at the Hanley LLC,1136,Third Avenue,Manhattan,10065,"1136  Third Avenue, Manhattan, NY",6/23/2020,40.766164,-73.963228,high_income
MOKUM,Danica LLC,Danica LLC,464,Amsterdam,Manhattan,10024,"464 Amsterdam, Manhattan, NY",6/23/2020,,,high_income
Frank Mac's Pub,Frank Mac's Place LLC,Frank Mac's Pub,425,Amsterdam Ave,Manhattan,10024,"425 Amsterdam Ave, Manhattan, NY",6/23/2020,40.784055,-73.977651,high_income
Anejo Tribeca,Anejo Tribeca Restaurant,Anejo Tribeca Restaurant,301,Church Street,Manhattan,10013,"301  Church Street, Manhattan, NY",6/23/2020,40.719322,-74.00447,high_income
Benares,Benares Fine Cuisine,Benares Fine Cuisine,45,Murray street,Manhattan,10007,"45 Murray street, Manhattan, NY",6/23/2020,40.714055,-74.009382,high_income
Kaoru restaurant,KAORU MC CORPORATION,KAORU MC CORPORATION,306,East 46th street,Manhattan,10017,"306  East 46th street, Manhattan, NY",6/23/2020,40.752182,-73.969902,high_income
Bin 71,71 Wine Bar Cafe corp,Bin 71,237,Columbus Ave,Manhattan,10023,"237  Columbus Ave, Manhattan, NY",6/23/2020,40.776582,-73.97938,high_income
2nd Avenue Stube LLC,2nd Avenue Stube LLC,Schallers Stube UES,1652-54,2nd Avenue,Manhattan,10028,"1652-54 2nd Avenue, Manhattan, NY",6/23/2020,40.777611,-73.951924,high_income
Ravagh Persian Grill,First Avenue Persian Grille Inc,Ravagh Persian Grill,1135,First Avenue,Manhattan,10065,"1135 First Avenue, Manhattan, NY",6/23/2020,40.761632,-73.960502,high_income
Reade street pub and kichen,Reade street pub,Reade street pub,135,Reade st,Manhattan,10013,"135 Reade st, Manhattan, NY",6/23/2020,40.716385,-74.00966,high_income
Amorino,FilloGigi1 LLC,Amorino,414,Amsterdam Ave,Manhattan,10024,"414 Amsterdam Ave, Manhattan, NY",6/23/2020,40.783685,-73.977944,high_income
Pastrami Queen,Jonah's Pastrami LLC,Pastrami Queen,1125,Lexington Ave,Manhattan,10075,"1125 Lexington Ave, Manhattan, NY",6/23/2020,40.774378,-73.95931,high_income
Mariella Pizza,Mariella Bella Inc,Mariella Pizza,965,Lexington Ave,Manhattan,10021,"965 Lexington Ave, Manhattan, NY",6/23/2020,40.769246,-73.963053,high_income
Santa Fe,Santa Fe Restaurant Corp.,Santa Fe Restaurant Corp.,73,West 71st,Manhattan,10023,"73 West 71st, Manhattan, NY",6/23/2020,,,high_income
Jing Fong Restaurant,Jing Fong Restaurant,Jing Fong Restaurant,20,Elizabeth Street,Manhattan,10013,"20 Elizabeth Street, Manhattan, NY",6/23/2020,40.715996,-73.997313,high_income
Thyme and Tonic,Spring Natural Corp.,Spring Natural Corp.,474,Columbus,Manhattan,10024,"474 Columbus , Manhattan, NY",6/23/2020,,,high_income
T & S Restaurant LLC,T & S Restaurant LLC,Gracie's on Second,300,East 86th,Manhattan,10028,"300 East 86th, Manhattan, NY",6/23/2020,,,high_income
PHO SHOP,PHO GROUP CORPORATION,PHO SHOP,141,WEST 72nd Street,Manhattan,10023,"141 WEST 72nd Street, Manhattan, NY",6/23/2020,40.778045,-73.980271,high_income
AOC East,Harlem Sam Inc.,Harlem Sam Inc.,1590,"First Avenue, New York, NY 10028",Manhattan,10028,"1590  First Avenue, New York, NY 10028, Manhattan, NY",6/23/2020,40.774682,-73.950966,high_income
Heidi's House by the Side ofthe Road,Heidi's House LLC,Heidi's House by the Side ofthe Road,308,East 78th Street,Manhattan,10075,"308 East 78th Street, Manhattan, NY",6/23/2020,40.772441,-73.955069,high_income
MMR Foods Inc,MMR foods Inc,IMLI,1136,First Avenue,Manhattan,10065,"1136 First Avenue, Manhattan, NY",6/23/2020,40.761719,-73.960411,high_income
zorba mediterranean grill,pinar foods inc,zorba mediterranean grill,723,3rd ave,Manhattan,10017,"723 3rd ave, Manhattan, NY",6/23/2020,40.75283,-73.97293,high_income
Blondies,PJJK Restaurant Corp.,Blondies,212,W 79th St.,Manhattan,10024,"212 W 79th St., Manhattan, NY",6/23/2020,40.783383,-73.978912,high_income
tbar,LENOX ROOM CORP,tbar steak & lounge,1408,"1278 third avenue, tbar",Manhattan,10021,"1408 1278 third avenue, tbar, Manhattan, NY",6/23/2020,,,high_income
Flor De Mayo,Flor De Mar,Flor De Mayo Restaurant,484,Amsterdam Ave,Manhattan,10024,"484 Amsterdam Ave, Manhattan, NY",6/23/2020,40.785943,-73.9763,high_income
Rosa Mexicano,Fenix Rest. Inc.,Rosa Mexicano,1063,First Avenue,Manhattan,10022,"1063 First Avenue, Manhattan, NY",6/23/2020,40.758885,-73.962517,high_income
Pa pa Thai Cuisine,Loog por pech corporations,Loog por pech corporations,1069,1 st ave,Manhattan,10022,"1069  1 st ave , Manhattan, NY",6/23/2020,,,high_income
Cafe by Shiki,Tane NYC LLC,Shiki NYC,40,Wooster St.,Manhattan,10013,"40 Wooster St., Manhattan, NY",6/23/2020,40.722237,-74.002753,high_income
Daikanyama,Daikanyama LLC,Daikanyama LLC,1000,3rd ave,Manhattan,10022,"1000  3rd ave , Manhattan, NY",6/23/2020,40.761894,-73.966349,high_income
Amber,"New Amber 103, Inc.",AMBER,103,west 70th street,Manhattan,10023,"103 west 70th street, Manhattan, NY",6/24/2020,40.776217,-73.979972,high_income
Tenzan,TENZAN NEW YORK CORP,TENZAN NEW YORK CORP,285,Columbus Avenue,Manhattan,10023,"285 Columbus Avenue, Manhattan, NY",6/24/2020,40.778322,-73.978119,high_income
Dark Bullet,DARK BULLET CORP.,DARK BULLET CORP.,154,W 72nd Street,Manhattan,10023,"154 W 72nd Street, Manhattan, NY",6/24/2020,40.778127,-73.980513,high_income
Little Collins,Little Collins Lexington LLC (Formerly Peters on Lex LLC),Little Collins,667,Lexington Ave,Manhattan,10022,"667 Lexington Ave, Manhattan, NY",6/24/2020,40.75996,-73.969823,high_income
SAPORI,SAPORE D'ITALIA OF NYC INC,SAPORE D'ITALIA OF NYC INC,105,MULBERRY ST,Manhattan,10013,"105 MULBERRY ST, Manhattan, NY",6/24/2020,40.71742,-73.998402,high_income
Griffis Faculty Club,Griffis Faculty Club Inc,Griffis Faculty Club Inc,521,East 68th Street,Manhattan,10021,"521  East 68th Street, Manhattan, NY",6/24/2020,40.764163,-73.955284,high_income
MARINARA PIZZA,PIZZA 54 INC,MARINARA PIZZA,985,1ST AVE,Manhattan,10022,"985 1ST AVE, Manhattan, NY",6/24/2020,40.756481,-73.964266,high_income
MARINARA PIZZA,PIZZA 54 INC,MARINARA PIZZA,985,1ST AVE,Manhattan,10022,"985  1ST AVE, Manhattan, NY",6/24/2020,40.756481,-73.964266,high_income
MARINARA PIZZA,PIZZA 48 LLC,MARINARA PIZZA,483,AMSTERDAM AVE,Manhattan,10024,"483  AMSTERDAM AVE, Manhattan, NY",6/24/2020,40.785875,-73.976326,high_income
MARINARA PIZZA,PIZZA 84 LLC,MARINARA PIZZA,483,AMSTERDAM AVE,Manhattan,10024,"483 AMSTERDAM AVE, Manhattan, NY",6/24/2020,40.785875,-73.976326,high_income
SABA'S P[IZZA,BRITTGAB CORP,BRITTGAB CORP,1217,LEXINGTON AVE,Manhattan,10028,"1217 LEXINGTON AVE, Manhattan, NY",6/24/2020,40.777168,-73.957272,high_income
SABA'S PIZZA,MOSHGAB CORP,SABA'S PIZZA,403,AMSTERDAM AVE,Manhattan,10024,"403 AMSTERDAM AVE, Manhattan, NY",6/24/2020,40.783353,-73.978164,high_income
La Grenouille,La Grenouille Inc,La Grenouille Inc,3,East 52nd Street,Manhattan,10022,"3 East 52nd Street, Manhattan, NY",6/24/2020,40.759665,-73.975978,high_income
Darkhorse,17 Murray Rest  Corp,17 Murray Rest  Corp,17,Murray street,Manhattan,10007,"17 Murray street, Manhattan, NY",6/24/2020,40.713451,-74.008062,high_income
Horn's Hook Tavern,"T&J Hospitality, INC",Horn's Hook Tavern,1589,First Avenue,Manhattan,10028,"1589 First Avenue, Manhattan, NY",6/24/2020,40.77466,-73.951009,high_income
Bierhaus NYC,JTP Restaurant Corp.,Bierhaus NYC,712,Third Avenue,Manhattan,10017,"712 Third Avenue, Manhattan, NY",6/24/2020,40.752438,-73.973244,high_income
The Drunken Munkey,"MACC Hospitality, LLC",The Drunken Munkey,338,E92nd St.,Manhattan,10028,"338 E92nd St., Manhattan, NY",6/24/2020,40.78126,-73.947968,high_income
Emerald Inn,"Emerald Inn , Inc","Emerald Inn , Inc",250,W72nd St,Manhattan,10023,"250 W72nd St, Manhattan, NY",6/24/2020,40.7793,-73.983286,high_income
MEDITERRANEO,MA.VI.DO RESTAURANT INC,MEDITERRANEO,1260,Second avenue,Manhattan,10065,"1260  Second avenue , Manhattan, NY",6/24/2020,40.765079,-73.96107,high_income
Black Star Bakery&Cafe,York Latte LLC,Black Star,1597,York Ave,Manhattan,10028,"1597 York Ave, Manhattan, NY",6/24/2020,40.774917,-73.947875,high_income
eats,mjaj food corp,eats,1055,LEXINGTON AVE,Manhattan,10021,"1055 LEXINGTON AVE, Manhattan, NY",6/24/2020,40.772273,-73.960846,high_income
Caffè Bacio,Caffè Bacio Ltd.,Caffè Bacio Ltd.,1223,3rd Avenue,Manhattan,10021,"1223 3rd Avenue, Manhattan, NY",6/24/2020,40.768818,-73.96127,high_income
Lezzet Turkish Restaurant,Dervish Turkish Restaurant inc,Lezzet Turkish Restaurant,132 E,61st street,Manhattan,10065,"132 E 61st street , Manhattan, NY",6/24/2020,40.763673,-73.967756,high_income
Silver Star,1236 Second Avenue Restaurant Corp,Silver Star Restaurant,1236,Second Avenue,Manhattan,10065,"1236  Second Avenue, Manhattan, NY",6/24/2020,40.764212,-73.961706,high_income
Foxy Johns,Pej Restaurant llc,Foxy Johns,143,East 47th,Manhattan,10017,"143 East 47th , Manhattan, NY",6/24/2020,,,high_income
cafe metro,"metro 71, LLC","metro 71, LLC",2062,broadwayq,Manhattan,10023,"2062 broadwayq, Manhattan, NY",6/24/2020,,,high_income
fresh&co,"1260 bake, LLC","1260 bake, LLC",1260,lexington,Manhattan,10028,"1260 lexington, Manhattan, NY",6/24/2020,,,high_income
cafe metro,"42nd st bakery, LLC","42nd st bakery, LLC",14,42nd street,Manhattan,10017,"14  42nd street, Manhattan, NY",6/24/2020,,,high_income
SPIN,SPIN NYC E54 LLC,SPIN,7,East 54th Street,Manhattan,10022,"7 East 54th Street, Manhattan, NY",6/24/2020,40.760845,-73.974887,high_income
la vera pizza,midtown pizza corp,la vera pizza,922,2nd ave,Manhattan,10017,"922  2nd ave, Manhattan, NY",6/24/2020,40.754155,-73.969035,high_income
solas,9th st ventures,9th st ventures,232,9th st,Manhattan,10022,"232 9th st, Manhattan, NY",6/24/2020,,,high_income
DERO RESTAURANT CORP,DERO RESTAURANT CORP.,FINESTRA RESTAURANT,1370,YORK AVE,Manhattan,10021,"1370  YORK AVE, Manhattan, NY",6/24/2020,40.767626,-73.95317,high_income
Pitchounette81,H245 st corp,H245 st corp,245 E81st,81st street,Manhattan,10028,"245 E81st 81st street, Manhattan, NY",6/24/2020,,,high_income
Quality Eats,"Bacon & Bagels, LLC",Quality Eats,1496,Second Avenue,Manhattan,10075,"1496 Second Avenue, Manhattan, NY",6/24/2020,40.772557,-73.955614,high_income
Le Botaniste,"Botanicus Grand, Inc.",Le Botaniste,127,Grand street,Manhattan,10013,"127 Grand street , Manhattan, NY",6/24/2020,40.720602,-74.000213,high_income
Da Capo,Da Capo Corp,Da Capo Corp,322,Columbus ave,Manhattan,10023,"322 Columbus ave, Manhattan, NY",6/24/2020,40.779513,-73.97727,high_income
C. Di Palo,"LSMC, LLC",C. Di Palo,151-153,mott street,Manhattan,10013,"151-153 mott street, Manhattan, NY",6/24/2020,40.719221,-73.996421,high_income
REMI FLOWER COFFEE,JM FLOWER CORP,REMI FLOWER & COFFEE,906,2ND AVE,Manhattan,10017,"906 2ND AVE, Manhattan, NY",6/24/2020,40.753804,-73.969292,high_income
Felice,Eighty Third and First LLC,Felice,1593,Third Avenue,Manhattan,10028,"1593  Third Avenue, Manhattan, NY",6/24/2020,40.7811,-73.952319,high_income
Felice,Cafe Focaccia Inc,Felice,1166,First Avenue,Manhattan,10065,"1166  First Avenue, Manhattan, NY",6/24/2020,40.762644,-73.95975,high_income
PATSY'S PIZZERIA,1279 1ST AVE LLC,PATSY'S PIZZERIA,1279,1ST AVE,Manhattan,10065,"1279 1ST AVE , Manhattan, NY",6/24/2020,40.765781,-73.957488,high_income
PATSY'S PZZERIA,60TH STREET RESTAURANT CORP,60TH STREET RESTAURANT CORP,206,EAST 60TH STREET,Manhattan,10022,"206 EAST 60TH STREET, Manhattan, NY",6/24/2020,40.76199,-73.9657,high_income
JR Sushi,JR Sushi 2 Inc,JR Sushi 2 Inc,86A,West Broadway,Manhattan,10007,"86A  West Broadway, Manhattan, NY",6/24/2020,40.715202,-74.009505,high_income
The Jeffrey Craft Beer & Bites,"60th Street, LLC","60th Street, LLC",311,East 60th Street,Manhattan,10022,"311 East 60th Street , Manhattan, NY",6/24/2020,40.760924,-73.96309,high_income
The Daisy,The Tequila Gastropub LLC,The Daisy,1641,2nd Avenue,Manhattan,10028,"1641 2nd Avenue, Manhattan, NY",6/24/2020,40.777353,-73.952134,high_income
Amsterdam Ale House,Amsterdam Ale House inc.,Amsterdam Ale House,340,Amsterdam Ave,Manhattan,10024,"340 Amsterdam Ave, Manhattan, NY",6/24/2020,40.781248,-73.979721,high_income
bistro vendome,petiteau inc,bistro vendome,405,EAST 58TH STREET,Manhattan,10022,"405 EAST 58TH STREET, Manhattan, NY",6/24/2020,40.758819,-73.962027,high_income
LAVO,MADISON ENTERTAINMENT ASSOCIATES LLC,LAVO,625,Madison Ave,Manhattan,10022,"625 Madison Ave, Manhattan, NY",6/24/2020,40.763381,-73.971551,high_income
Annie Moore’s,Annie Moore’s LLC,Annie Moore’s bar & restaurant,22,East 41st st,Manhattan,10017,"22 East 41st st, Manhattan, NY",6/24/2020,40.752343,-73.980275,high_income
The Smith,TS2 Hospitality LLC,The Smith,956,Second Avenue,Manhattan,10022,"956 Second Avenue, Manhattan, NY",6/24/2020,40.755261,-73.968233,high_income
GRAND SICHUAN EASTERN NY INC,GRAND SICHUAN EASTERN NY INC,GRAND SICHUAN EASTERN NY INC,1329-23,1049 2ND AVE,Manhattan,10022,"1329-23 1049 2ND AVE , Manhattan, NY",6/24/2020,,,high_income
The Smith,TS3 Hospitality LLC,The Smith,1900,Broadway,Manhattan,10023,"1900 Broadway, Manhattan, NY",6/24/2020,40.771518,-73.982151,high_income
Mexicoma,229 Restaurant Group LLC,Mexicoma,1633,2nd Avenue,Manhattan,10028,"1633 2nd Avenue, Manhattan, NY",6/24/2020,40.777005,-73.95239,high_income
SAN MATTEO PIZZERIA E CUCINA,Campania Felix llc,Campania Felix llc,1559,2nd Avenue,Manhattan,10028,"1559 2nd Avenue , Manhattan, NY",6/24/2020,40.774565,-73.954172,high_income
Radiance Tea,"Radiance Tea, Inc.",Radiance Tea House,208,E 50th Street,Manhattan,10022,"208 E 50th Street, Manhattan, NY",6/24/2020,40.755621,-73.970301,high_income
Brandy Library,"Brandy Library Lounge, LLC","Brandy Library Lounge, LLC",25,N Moore Street,Manhattan,10013,"25 N Moore Street, Manhattan, NY",6/24/2020,40.719847,-74.007403,high_income
New York Luncheonette,TomPete Food Corp.,TomPete Food Corp.,135 East,50th Street,Manhattan,10022,"135 East 50th Street, Manhattan, NY",6/25/2020,40.756329,-73.97194,high_income
J.G. Melon,"1291Pub, Inc.",J.G. Melon.,1291,74th & 3rd Avenue,Manhattan,10021,"1291  74th & 3rd Avenue, Manhattan, NY",6/25/2020,,,high_income
TAO,ASIA FIVE EIGHT LLC,TAO,42,East 58th Street,Manhattan,10022,"42 East 58th Street, Manhattan, NY",6/25/2020,40.762793,-73.971486,high_income
Randolph Beer,343 Broome Street Restaurant Inc.,Randolph Beer,343,Broome Street,Manhattan,10013,"343 Broome Street, Manhattan, NY",6/25/2020,40.719657,-73.994769,high_income
Garret Nolita,"Cherry Lane, Inc.",Garret East,349,Broome Street,Manhattan,10013,"349 Broome Street, Manhattan, NY",6/25/2020,40.719753,-73.994996,high_income
Bluestone Lane,BL 417 Amsterdam NY LLC,Bluestone Lane,417,Amsterdam Avenue,Manhattan,10024,"417 Amsterdam Avenue, Manhattan, NY",6/25/2020,40.783723,-73.97789,high_income
Gigino Trattoria,Gigino Inc,Gigino Inc,323,Greenwich St.,Manhattan,10013,"323 Greenwich St., Manhattan, NY",6/25/2020,40.717387,-74.010703,high_income
Numero 28,1431 first ave corp,Numero 28,1431,1st avenue,Manhattan,10021,"1431 1st avenue , Manhattan, NY",6/25/2020,40.769537,-73.954746,high_income
Casa Bocado,Bowery Restaurant Group LLC,Casa Bocado | Escondido,341,Broome,Manhattan,10013,"341 Broome, Manhattan, NY",6/25/2020,,,high_income
BAGELS & CO,AMSTERDAM AVE BAGELS INC,BAGELS & CO,172,W 79 ST,Manhattan,10024,"172 W 79 ST, Manhattan, NY",6/25/2020,40.782738,-73.977378,high_income
THE ORIGINAL VINCENT'S,THE ORIGINAL VINCENT'S ESTABLISHED 1904 INC,THE ORIGINAL VINCENT'S,119,MOTT ST,Manhattan,10013,"119  MOTT ST, Manhattan, NY",6/25/2020,40.717714,-73.997215,high_income
THE ORIGINAL VINCENT'S,THE ORIGINAL VINCENT'S ESTABLISHED 1904,THE ORIGINAL VINCENT'S,119,MOTT ST,Manhattan,10013,"119 MOTT ST, Manhattan, NY",6/25/2020,40.717714,-73.997215,high_income
Petrarca,Bancone LLC,Petrarca,34,White Street,Manhattan,10013,"34 White Street, Manhattan, NY",6/25/2020,40.718752,-74.0046,high_income
Bedford Falls,Chessa LLC,Chessa LLC,206,East 67th street,Manhattan,10065,"206  East 67th street, Manhattan, NY",6/25/2020,40.76637,-73.962502,high_income
Alachi Masala,Bismillah USA Inc,Alachi Masala,488 Amste,Between 83&84 st,Manhattan,10024,"488 Amste Between 83&84 st, Manhattan, NY",6/25/2020,,,high_income
Little Ways,"B&G Hospitality, LLC","B&G Hospitality, LLC",343,West Broadway,Manhattan,10013,"343 West Broadway, Manhattan, NY",6/25/2020,40.722693,-74.003492,high_income
Matsu sushi,J&J Asian Bistro Inc,Matsu sushi,411,E 70 street,Manhattan,10021,"411 E 70 street, Manhattan, NY",6/25/2020,40.766291,-73.956452,high_income
PlantShed Cafe,PlantShed 87 Corp,Oaxaca Hells Kitchen,555,Columbus Avenue,Manhattan,10024,"555 Columbus Avenue, Manhattan, NY",6/25/2020,40.786999,-73.97179,high_income
Milk & Cream Cereal Bar,"Milk & Cream Bar, Inc.","Milk & Cream Bar, Inc.",159,Mott,Manhattan,10013,"159 Mott, Manhattan, NY",6/25/2020,,,high_income
sip sak,sip sak,sipsak inc,928,2nd ave,Manhattan,10022,"928 2nd ave , Manhattan, NY",6/25/2020,40.754437,-73.968829,high_income
Majorelle,"Posts House Investors, L.P.",Majorelle,28,East 63,Manhattan,10065,"28 East 63, Manhattan, NY",6/25/2020,,,high_income
Luke's Lobster,Luke's Lobster II LLC,Luke's Lobster II LLC,242,E 81st St,Manhattan,10028,"242  E 81st St, Manhattan, NY",6/25/2020,40.77517,-73.955331,high_income
Paesanos Restaurant,Paesanos Rest Corp,Paesanos Rest Corp,136,Mulberry Street,Manhattan,10013,"136 Mulberry Street, Manhattan, NY",6/25/2020,40.718527,-73.997695,high_income
Seamore's,390 Broom Restaurant LLC,Seamore's,390,Broome  Street,Manhattan,10013,"390 Broome  Street, Manhattan, NY",6/25/2020,40.720544,-73.996908,high_income
THEP Thai Restaurant,TUMMA KHAKUEN INC,THEP Thai Restaurant,1439,SECOND AVENUE,Manhattan,10021,"1439  SECOND AVENUE, Manhattan, NY",6/25/2020,40.770663,-73.95702,high_income
BLACK BURGER,386 united inc,BLACK BURGER,386,CANAL ST,Manhattan,10013,"386  CANAL ST, Manhattan, NY",6/25/2020,40.721406,-74.004733,high_income
